,entity_name,original_entity_types,search_term_used,umls_matched_name,matched_cui,matched_semantic_types,matched_semantic_type_names,PMID,relation,entity_side
62,accumulation of intracellular cholesterol,phenotype,accumulation of intracellular cholesterol,Intracellular accumulation of unesterified cholesterol,C3553603,['T033'],['Finding'],34948052,disease_phenotype_positive,2
63,accumulation of intracellular free cholesterol,phenotype,accumulation of intracellular free cholesterol,,,[],[],35086560,disease_phenotype_positive|phenotype_phenotype,2
64,accumulation of intracellular unesteri ed cholesterol,phenotype,accumulation of intracellular unesteri ed cholesterol,,,[],[],34150357,disease_phenotype_positive,2
65,accumulation of lipid,phenotype,accumulation of lipid,Lipid Accumulation Product,C3658347,['T081'],['Quantitative Concept'],35850050,phenotype_protein,1
66,accumulation of lipid vesicles,phenotype,accumulation of lipid vesicles,,,[],[],37908116,phenotype_phenotype,2
67,accumulation of lipids,phenotype,accumulation of lipids,Intracellular Accumulation of Lipids,C1512921,['T033'],['Finding'],34455703|37008782|37210540,disease_phenotype_positive|exposure_cellcomp|pathology_phenotype,1|2
68,accumulation of multiple lipid species,phenotype,accumulation of multiple lipid species,,,[],[],39185019,disease_phenotype_positive,2
69,accumulation of myofibroblasts,phenotype,accumulation of myofibroblasts,,,[],[],36804125,disease_phenotype_positive,2
70,accumulation of sphingolipids,phenotype,accumulation of sphingolipids,"Accumulation of sulfatides, glycosaminoglycans, sphingolipids, and steroid sulfates in tissues and body fluids",C3279448,['T033'],['Finding'],34138521|37423302,disease_phenotype_positive|phenotype_protein,2
71,accumulation of tissue-specific lipids,phenotype,accumulation of tissue-specific lipids,,,[],[],34535129,phenotype_protein,1
72,accumulation of unesterified cholesterol,phenotype,accumulation of unesterified cholesterol,Intracellular accumulation of unesterified cholesterol,C3553603,['T033'],['Finding'],34138521|34592985|35192242|35452076|36182715|36638187|40215728|40436106|40869913,disease_phenotype_positive|exposure_phenotype|phenotype_protein,1|2
73,accumulation of unesterified cholesterol and glycolipids,phenotype,accumulation of unesterified cholesterol and glycolipids,,,[],[],37458497,phenotype_phenotype,2
74,accumulation of unesterified cholesterol in lysosomes,phenotype,accumulation of unesterified cholesterol in lysosomes,,,[],[],39339852,drug_effect,2
75,accumulation of unesterified sphingolipids,phenotype,accumulation of unesterified sphingolipids,,,[],[],36638187,disease_phenotype_positive,2
76,acetyl-l-leucine,,acetyl-l-leucine,levacetylleucine,C4547971,"['T116', 'T121']","['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance']",,,
77,acid ceramidase,protein/gene,acid ceramidase,Acid Ceramidase,C2350443,"['T116', 'T126']","['Amino Acid, Peptide, or Protein', 'Enzyme']",34175669,bioprocess_protein|cellcomp_protein|phenotype_protein|protein_protein,1
78,acid sphingomyelinase,protein/gene,acid sphingomyelinase,acid sphingomyelinase,C0599122,"['T116', 'T126']","['Amino Acid, Peptide, or Protein', 'Enzyme']",34455703|37373322|40306479,disease_protein,1|2
79,acid sphingomyelinase deficiency,disease,acid sphingomyelinase deficiency,Acid sphingomyelinase deficiency,C5243927,['T047'],['Disease or Syndrome'],36056366,disease_disease,2
80,acidic pair (ncr1),,acidic pair (ncr1),,,[],[],,,
81,actin filament nucleation,biological_process,actin filament nucleation,unbranched actin filament nucleation,C2610701,['T044'],['Molecular Function'],38686625,bioprocess_protein,1
82,activated microglia,phenotype,activated microglia,"Wfdc17 protein, mouse",C2973751,"['T116', 'T123']","['Amino Acid, Peptide, or Protein', 'Biologically Active Substance']",35563467|36322609,disease_phenotype_positive|phenotype_anatomy,1|2
83,activation of microglia,phenotype,activation of microglia,activation of microglia differentiation,C2265710,['T043'],['Cell Function'],34290407,phenotype_protein,2
84,activation of pro‐inflammatory microglia,phenotype,activation of pro‐inflammatory microglia,,,[],[],36322609,disease_phenotype_positive,2
85,activation of the adenosine a2ar subtype subsequent,,activation of the adenosine a2ar subtype subsequent,,,[],[],,,
86,activity-based probe 7,,activity-based probe 7,,,[],[],,,
87,activity-based probe 8,,activity-based probe 8,,,[],[],,,
88,acute liver failure,disease | phenotype,acute liver failure,"Liver Failure, Acute",C0162557,['T047'],['Disease or Syndrome'],34455703|34526163|36636588|37429811|39547438,disease_disease|disease_phenotype_positive,2
89,acute psychotic episodes,phenotype,acute psychotic episodes,Acute Psychotic Episode,C0237811,['T048'],['Mental or Behavioral Dysfunction'],37740198,disease_phenotype_positive,2
90,acyl-coenzyme a:cholesterol acyltransferase 1 gene knockout,,acyl-coenzyme a:cholesterol acyltransferase 1 gene knockout,,,[],[],,,
91,ad,,ad,AD Substance,C1630418,['T121'],['Pharmacologic Substance'],,,
92,adamantane-pentyl-deoxynojirimycin,drug,adamantane-pentyl-deoxynojirimycin,N-(5-adamantane-1-yl-methoxy-pentyl)deoxynojirimycin,C1565642,['T109'],['Organic Chemical'],36804125,drug_bioprocess,1
93,adeno-associated viral vector-mediated,,adeno-associated viral vector-mediated,,,[],[],,,
94,adeno-associated viral vector-mediated gene therapy,,adeno-associated viral vector-mediated gene therapy,,,[],[],,,
95,adenosine a1 receptor,,adenosine a1 receptor,Adenosine A1 Receptor,C0001451,"['T116', 'T192']","['Amino Acid, Peptide, or Protein', 'Receptor']",,,
96,adenosine a2a receptors,,adenosine a2a receptors,Adenosine A2A Receptor,C0255998,"['T116', 'T192']","['Amino Acid, Peptide, or Protein', 'Receptor']",,,
97,adenosine a2a receptors activation,,adenosine a2a receptors activation,"A2A adenosine receptor activity, G-protein coupled",C1152763,['T044'],['Molecular Function'],,,
98,adolescent onset,phenotype,adolescent onset,"Psychosis, adolescent onset",C0543909,['T048'],['Mental or Behavioral Dysfunction'],36243834,disease_phenotype_positive,2
99,adrabetadex,drug,adrabetadex,hydroxypropyl betadex (0.6 hydroxypropyl residues per glucose),C4741223,['T109'],['Organic Chemical'],35007562,indication,1
100,"adrabetadex (2-hydroxypropyl-beta-cyclodextrin, vts-270)",,"adrabetadex (2-hydroxypropyl-beta-cyclodextrin, vts-270)",,,[],[],,,
101,adverse events,phenotype,adverse events,Adverse event,C0877248,['T046'],['Pathologic Function'],38294974,drug_effect,2
102,aft1,,aft1,"AFT1 protein, Arabidopsis",C0764037,"['T116', 'T123']","['Amino Acid, Peptide, or Protein', 'Biologically Active Substance']",,,
103,against oxidative,phenotype,against oxidative,neuroprotection against oxidative stress-induced apoptosis,C3894362,['T043'],['Cell Function'],34502342,phenotype_protein,1
104,age,,age,Age,C0001779,['T032'],['Organism Attribute'],,,
105,age at disease onset,phenotype,age at disease onset,Age At Disease Onset,C6054024,['T032'],['Organism Attribute'],39502943,phenotype_protein,2
106,ailments (niemann-pick disease type c),,ailments (niemann-pick disease type c),,,[],[],,,
107,alleviate neuroinflammation,phenotype,alleviate neuroinflammation,,,[],[],40877976,drug_effect,2
108,allopregnanolone,protein/gene,allopregnanolone,"Pregnanolone, (3beta, 5alpha)-isomer",C0086244,"['T109', 'T121', 'T123']","['Organic Chemical', 'Pharmacologic Substance', 'Biologically Active Substance']",36614015,drug_protein,2
109,alpha-cyclodextrin derivatives,drug,alpha-cyclodextrin derivatives,,,[],[],40847051,drug_effect,1
110,alpha-fetoprotein,,alpha-fetoprotein,alpha-Fetoproteins,C0002210,"['T116', 'T123']","['Amino Acid, Peptide, or Protein', 'Biologically Active Substance']",,,
111,alpha-fetoprotein level,phenotype,alpha-fetoprotein level,Alpha-fetoprotein level - finding,C0428521,['T034'],['Laboratory or Test Result'],35455589,disease_protein,2
112,alteration of serum oxysterols,phenotype,alteration of serum oxysterols,,,[],[],37989569,phenotype_protein,1
113,alteration of sphingolipids,phenotype,alteration of sphingolipids,,,[],[],34061502,phenotype_protein,1
114,altered bmp levels,,altered bmp levels,,,[],[],,,
115,altered cathepsin d,,altered cathepsin d,,,[],[],,,
116,altered cholesterol sensing,phenotype,altered cholesterol sensing,,,[],[],40301465,exposure_phenotype,2
117,altered horizontal position smooth pursuit,phenotype,altered horizontal position smooth pursuit,,,[],[],34096670,disease_phenotype_positive,2
118,altered horizontal saccadic peak velocity and latency,phenotype,altered horizontal saccadic peak velocity and latency,,,[],[],34096670,disease_phenotype_positive,2
119,altered lysosomal ca2+ homeostasis,,altered lysosomal ca2+ homeostasis,,,[],[],,,
120,altered members of the complement family,phenotype,altered members of the complement family,,,[],[],36638187,disease_phenotype_positive,2
121,altered metabolites,phenotype,altered metabolites,,,[],[],39452896,phenotype_protein,2
122,altered vertical saccadic duration and amplitude,phenotype,altered vertical saccadic duration and amplitude,,,[],[],34096670,disease_phenotype_positive,2
123,alzheimer's features,,alzheimer's features,,,[],[],,,
124,alzheimer’s disease,,alzheimer’s disease,,,[],[],,,
125,ambulation,phenotype,ambulation,Ambulation,C0945826,['T169'],['Functional Concept'],34794481|34819124,disease_phenotype_positive,2
126,ameliorate purkinje cell degeneration,,ameliorate purkinje cell degeneration,,,[],[],,,
127,ameliorated cholesterol accumulation,phenotype,ameliorated cholesterol accumulation,,,[],[],40184172,drug_effect,2
128,ameliorated lysosome dysfunction,phenotype,ameliorated lysosome dysfunction,,,[],[],34851695,drug_effect,2
129,ameliorated lysosome function,biological_process,ameliorated lysosome function,,,[],[],38294974,drug_bioprocess,2
130,ameliorated metabolic function,biological_process,ameliorated metabolic function,,,[],[],38294974,drug_bioprocess,2
131,ameliorated the cerebellar ataxic phenotype,phenotype,ameliorated the cerebellar ataxic phenotype,,,[],[],37369603,drug_effect,2
132,amino acid substitution,protein/gene,amino acid substitution,Amino Acid Substitution,C0525038,['T045'],['Genetic Function'],38131230,protein_protein,2
133,amphipathic peptide,drug,amphipathic peptide,KALA amphipathic peptide,C0537277,['T116'],"['Amino Acid, Peptide, or Protein']",40301465,drug_bioprocess|drug_protein,1
134,amyloid plaques,pathology | phenotype,amyloid plaques,"Plaque, Amyloid",C2936349,['T020'],['Acquired Abnormality'],40064165,pathology_phenotype|phenotype_protein,1|2
135,amyloid precursor protein,,amyloid precursor protein,Amyloid beta-Protein Precursor,C0085151,"['T116', 'T123']","['Amino Acid, Peptide, or Protein', 'Biologically Active Substance']",,,
136,amyloid precursor protein (app),,amyloid precursor protein (app),Amyloid beta-Protein Precursor,C0085151,"['T116', 'T123']","['Amino Acid, Peptide, or Protein', 'Biologically Active Substance']",,,
137,amyloid- 1-42 deposition,,amyloid- 1-42 deposition,,,[],[],,,
138,amyloidogenic processing,biological_process,amyloidogenic processing,,,[],[],34948052,bioprocess_protein,2
139,an autosomal recessive hereditary disease,disease,an autosomal recessive hereditary disease,,,[],[],36199263,disease_disease,2
140,anorectal lesions,phenotype,anorectal lesions,anorectal; lesion,C1388032,['T047'],['Disease or Syndrome'],37429811,disease_phenotype_positive,2
141,anti-aav2 neutralizing antibodies,,anti-aav2 neutralizing antibodies,,,[],[],,,
142,anti-aav9 neutralizing antibodies,,anti-aav9 neutralizing antibodies,,,[],[],,,
143,anti-n-methyl-d-aspartate,,anti-n-methyl-d-aspartate,Anti-N-Methyl-D-Aspartate Receptor Encephalitis,C2986717,['T047'],['Disease or Syndrome'],,,
144,anti-n-methyl-d-aspartate receptor,,anti-n-methyl-d-aspartate receptor,Anti-N-Methyl-D-Aspartate Receptor Encephalitis,C2986717,['T047'],['Disease or Syndrome'],,,
145,anti-nmdare psychosis,,anti-nmdare psychosis,,,[],[],,,
146,anti-tumor necrosis factor therapy,,anti-tumor necrosis factor therapy,Anti-Tumor Necrosis Factor Therapy,C0281481,['T061'],['Therapeutic or Preventive Procedure'],,,
147,antioxidant,phenotype,antioxidant,Antioxidants,C0003402,['T121'],['Pharmacologic Substance'],40427492,drug_effect,2
148,antipsychotics,drug,antipsychotics,Antipsychotic Agents,C0040615,['T121'],['Pharmacologic Substance'],34744838,drug_effect,1
149,antithrombin iii,,antithrombin iii,antithrombin III,C0003438,"['T116', 'T121']","['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance']",,,
150,apoe4,,apoe4,APOE4(+) PHENOTYPE,C4015881,['T033'],['Finding'],,,
151,apoe4 combined with a synthetic lipopeptide,,apoe4 combined with a synthetic lipopeptide,,,[],[],,,
152,apoe4 comined with a synthetic lipopeptide,,apoe4 comined with a synthetic lipopeptide,,,[],[],,,
153,app c-terminal fragments,,app c-terminal fragments,,,[],[],,,
154,aqneursa,,aqneursa,Aqneursa,C5943836,"['T116', 'T121']","['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance']",,,
155,armotocol,drug,armotocol,,,[],[],40525490,drug_drug,1|2
156,aspiration pneumonia,disease,aspiration pneumonia,Aspiration Pneumonia,C0032290,['T047'],['Disease or Syndrome'],36064725,pathology_phenotype,2
157,aspiration risk,,aspiration risk,Aspiration risk,C5441511,['T201'],['Clinical Attribute'],,,
158,astrocyte,anatomy,astrocyte,Astrocytes,C0004112,['T025'],['Cell'],40301465,anatomy_protein_present,1
159,astrocytic,anatomy,astrocytic,astrocytic,C0521395,['T029'],['Body Location or Region'],37454976,anatomy_protein_present,1
160,astrogliosis,phenotype,astrogliosis,Astrocytosis,C3887640,['T046'],['Pathologic Function'],34720883|34944681,disease_phenotype_positive|phenotype_protein,1|2
161,ataxia-telangiectasia,disease,ataxia-telangiectasia,Ataxia Telangiectasia,C0004135,['T047'],['Disease or Syndrome'],36640220,disease_disease,2
162,atp6ap1-cdg,,atp6ap1-cdg,ATP6AP1-CDG,C6012366,['T047'],['Disease or Syndrome'],,,
163,atrophy,pathology | phenotype,atrophy,Atrophic,C0333641,['T046'],['Pathologic Function'],36640220|40009086,disease_phenotype_positive|pathology_anatomy_present,1|2
164,atrophy over time in these structures,phenotype,atrophy over time in these structures,,,[],[],37612148,disease_phenotype_positive,2
165,attenuated 2’3’-2′3′ cyclic gmp-amp production,,attenuated 2’3’-2′3′ cyclic gmp-amp production,,,[],[],,,
166,attenuated cerebellar degeneration,pathology,attenuated cerebellar degeneration,,,[],[],37128603,drug_effect,2
167,attenuated cerebellar inflammation,pathology,attenuated cerebellar inflammation,,,[],[],37128603,drug_effect,2
168,attenuated hepatic telyocytes multipotency,,attenuated hepatic telyocytes multipotency,,,[],[],,,
169,attenuated lysosomal dysfunction,phenotype,attenuated lysosomal dysfunction,,,[],[],38142760,phenotype_protein,2
170,attenuated microgliosis,phenotype,attenuated microgliosis,,,[],[],38142760,phenotype_protein,2
171,attenuated neuropathology,phenotype,attenuated neuropathology,,,[],[],37371089|37373322,phenotype_protein,1|2
172,attenuating neuroinflammation,phenotype,attenuating neuroinflammation,,,[],[],36638187,phenotype_protein,1
173,atypical infections,disease,atypical infections,"Mycobacterium Infections, Nontuberculous",C0026919,['T047'],['Disease or Syndrome'],35081253,disease_disease,2
174,auditory dysfunction,phenotype,auditory dysfunction,Auditory dysfunction,C5848262,['T184'],['Sign or Symptom'],40847051,drug_effect,2
175,auditory function,phenotype,auditory function,Hearing,C0018767,['T039'],['Physiologic Function'],36116252,drug_effect,2
176,autoantibodies,protein/gene,autoantibodies,Autoantibodies,C0004358,"['T116', 'T129']","['Amino Acid, Peptide, or Protein', 'Immunologic Factor']",35360843,disease_protein,2
177,autoimmune diseases,disease,autoimmune diseases,Autoimmune Diseases,C0004364,['T047'],['Disease or Syndrome'],38790666,disease_phenotype_positive,1
178,autoimmune phenomena,phenotype,autoimmune phenomena,,,[],[],35360843,disease_phenotype_positive,2
179,autophagic flux,biological_process | phenotype,autophagic flux,,,[],[],35081253|37047194,bioprocess_protein|phenotype_cellcomp,1|2
180,autophagy defects,phenotype,autophagy defects,,,[],[],38183651,drug_effect,2
181,autophagy deficit,,autophagy deficit,,,[],[],,,
182,autophagy impairment,phenotype,autophagy impairment,,,[],[],37047194,phenotype_phenotype,2
183,autophagy reactivation,biological_process,autophagy reactivation,,,[],[],38821960,bioprocess_bioprocess,1
184,autophagy-nad axis,,autophagy-nad axis,,,[],[],,,
185,autosomal recessive,phenotype,autosomal recessive,Autosomal recessive inheritance,C0441748,['T045'],['Genetic Function'],36636588,disease_phenotype_positive,2
186,autosomal recessive disease,disease,autosomal recessive disease,Autosomal recessive lymphoproliferative disease,C4749826,['T047'],['Disease or Syndrome'],34535129|34799641,disease_disease,1
187,autosomal recessive disorder,disease | phenotype,autosomal recessive disorder,Autosomal Recessive Disorder,C3899988,['T047'],['Disease or Syndrome'],38804481|38826605|40869913,disease_disease|disease_phenotype_positive,2
188,autosomal recessive inherited,phenotype,autosomal recessive inherited,Autosomal recessive inheritance,C0441748,['T045'],['Genetic Function'],37429811,disease_phenotype_positive,2
189,autosomal recessive lysosomal disorder,phenotype,autosomal recessive lysosomal disorder,,,[],[],34455703,disease_phenotype_positive,2
190,autosomal recessive lysosomal storage disease,disease,autosomal recessive lysosomal storage disease,,,[],[],36325261,disease_disease,2
191,autosomal recessive lysosomal storage disorder,disease,autosomal recessive lysosomal storage disorder,,,[],[],34682919,disease_disease,2
192,autosomal recessive neurodegenerative disease,disease,autosomal recessive neurodegenerative disease,HUNTINGTON DISEASE-LIKE 3 (disorder),C1858114,['T047'],['Disease or Syndrome'],37989569,disease_disease,1
193,autosomal recessive neurodegenerative lysosomal disorder,disease,autosomal recessive neurodegenerative lysosomal disorder,,,[],[],37008782,disease_disease,1
194,autosomal recessive neurovisceral disease,disease,autosomal recessive neurovisceral disease,,,[],[],38087834,disease_disease,1
195,autosomal recessive rare disease,disease,autosomal recessive rare disease,,,[],[],35164809,disease_disease,2
196,autosomal-recessive,phenotype,autosomal-recessive,Autosomal recessive inheritance,C0441748,['T045'],['Genetic Function'],34150357,disease_phenotype_positive,2
197,autosomal-recessive lysosomal disorder,disease,autosomal-recessive lysosomal disorder,,,[],[],40513057,disease_disease,2
198,axon terminals,cellular_component,axon terminals,Presynaptic Terminals,C0206181,['T026'],['Cell Component'],36482560,cellcomp_protein,2
199,axonal autophagic stress,phenotype,axonal autophagic stress,,,[],[],34085599,disease_phenotype_positive,2
200,axonal autophagic vacuoles accumulation,phenotype,axonal autophagic vacuoles accumulation,,,[],[],34085599,disease_phenotype_positive,2
201,axonal damage,pathology,axonal damage,Secondary axonal damage,C3808172,['T033'],['Finding'],40064165,phenotype_phenotype,2
202,axonal injury,phenotype,axonal injury,Diffuse Axonal Injury,C0752219,['T037'],['Injury or Poisoning'],38581830,phenotype_protein,2
203,axonal swellings,cellular_component,axonal swellings,Axonal swellings or spheroids,C2750221,['T033'],['Finding'],34948052,cellcomp_protein,1
204,axonal trafficking defects,phenotype,axonal trafficking defects,,,[],[],34592985,drug_effect,2
205,azasterol,drug,azasterol,"22,26-azasterol",C0534482,['T109'],['Organic Chemical'],39959107,drug_protein,1
206,aβ peptides,,aβ peptides,donanemab,C5237999,"['T116', 'T121', 'T129']","['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Immunologic Factor']",,,
207,b-d-arabinofuranosyl cyclitol aziridine,,b-d-arabinofuranosyl cyclitol aziridine,,,[],[],,,
208,b-d-araf aziridine configuration,,b-d-araf aziridine configuration,,,[],[],,,
209,b. besnoiti replication,,b. besnoiti replication,,,[],[],,,
210,bace1 levels increased 3-fold,,bace1 levels increased 3-fold,,,[],[],,,
211,backward leaning during gait,phenotype,backward leaning during gait,,,[],[],35853348,disease_phenotype_positive,2
212,basal ganglia,anatomy,basal ganglia,Basal Ganglia,C0004781,['T023'],"['Body Part, Organ, or Organ Component']",38804481,anatomy_disease,2
213,bdnf expression,,bdnf expression,,,[],[],,,
214,beam walk latency,phenotype,beam walk latency,,,[],[],35563467,phenotype_protein,2
215,behavioral impairment,,behavioral impairment,Cognitive and behavioral impairment screening performed (ALS),C3702521,['T060'],['Diagnostic Procedure'],,,
216,behavioral manifestations,phenotype,behavioral manifestations,Behavioral/psychiatric manifestations,C1854373,['T201'],['Clinical Attribute'],37740198,pathology_phenotype,2
217,behavioral symptoms,phenotype,behavioral symptoms,Behavioral Symptoms,C0004941,['T184'],['Sign or Symptom'],37740198,disease_phenotype_positive,2
218,behavioural impairment,phenotype,behavioural impairment,Dialeptic seizure,C4023515,['T047'],['Disease or Syndrome'],40009086,pathology_phenotype,2
219,benzodiazepines,drug,benzodiazepines,Benzodiazepines,C0005064,"['T109', 'T121']","['Organic Chemical', 'Pharmacologic Substance']",34744838,drug_effect,1
220,bet,,bet,Gambling,C0016995,['T055'],['Individual Behavior'],,,
221,beta glucocerebroside,phenotype,beta glucocerebroside,GLUCOSYLCERAMIDASE,C0017768,"['T116', 'T126']","['Amino Acid, Peptide, or Protein', 'Enzyme']",39747180,phenotype_protein,1
222,"beta-1,3-n-acetylglucosaminyltransferase",,"beta-1,3-n-acetylglucosaminyltransferase","N-Acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase",C0067739,"['T116', 'T126']","['Amino Acid, Peptide, or Protein', 'Enzyme']",,,
223,beta-4-mannosyltransferase,molecular_function,beta-4-mannosyltransferase,Glucomannan 4-beta-mannosyltransferase,C0311828,"['T116', 'T126']","['Amino Acid, Peptide, or Protein', 'Enzyme']",37815467,molfunc_protein,2
224,better attention,,better attention,,,[],[],,,
225,better neurologic status,phenotype,better neurologic status,,,[],[],38294974,drug_effect,2
226,bile acid,protein/gene,bile acid,Bile Acid [EPC],C2917673,['T121'],['Pharmacologic Substance'],36719165,disease_protein,2
227,bile acids,phenotype,bile acids,Bile Acids,C0005390,"['T109', 'T123']","['Organic Chemical', 'Biologically Active Substance']",39628618,disease_phenotype_positive,2
228,biological activity of telocytes,,biological activity of telocytes,,,[],[],,,
229,bis(monoacylglycero)phosphate (bmp),,bis(monoacylglycero)phosphate (bmp),,,[],[],,,
230,bis(monoacylglycero)phosphate biosynthesis pathway,pathway,bis(monoacylglycero)phosphate biosynthesis pathway,,,[],[],36823305,pathway_protein,2
231,blinks to elicit saccades,phenotype,blinks to elicit saccades,,,[],[],34096670,disease_phenotype_positive,2
232,blocked equilibrative nucleoside transporter ent1,,blocked equilibrative nucleoside transporter ent1,,,[],[],,,
233,blood-brain barrier,anatomy,blood-brain barrier,Blood - brain barrier anatomy,C0005854,['T023'],"['Body Part, Organ, or Organ Component']",35245460|38852794|39891227,anatomy_protein_absent|anatomy_protein_present|drug_effect,1|2
234,blood-cerebrospinal fluid enlarged extracellular vesicles,anatomy,blood-cerebrospinal fluid enlarged extracellular vesicles,,,[],[],34720883,anatomy_protein_present,1
235,bmp hydrolysis,,bmp hydrolysis,,,[],[],,,
236,bor1,protein/gene,bor1,Branchiootorenal Syndrome 1,C4551702,['T047'],['Disease or Syndrome'],40504793,protein_protein,2
237,bor1 knockout,Gene therapy,bor1 knockout,,,[],[],40504793,drug_effect,1
238,borc-arl8-hops ensemble,,borc-arl8-hops ensemble,,,[],[],,,
239,brain capillaries,anatomy,brain capillaries,"Capillary Telangiectasia, Brain",C0752153,['T019'],['Congenital Abnormality'],35554935,anatomy_protein_present,2
240,brain capillary endothelial cells,anatomy,brain capillary endothelial cells,,,[],[],36431844,anatomy_protein_present|drug_effect,1|2
241,brain cells,anatomy,brain cells,brain cell,C0596208,['T025'],['Cell'],36199263,anatomy_protein_present,1
242,brain damage,phenotype,brain damage,Brain Injuries,C0270611,['T037'],['Injury or Poisoning'],39959107,disease_phenotype_positive,2
243,brain endothelial cells,anatomy,brain endothelial cells,TRARG1 gene,C1540132,['T028'],['Gene or Genome'],35554935,anatomy_anatomy|anatomy_disease,1
244,brain iron dysregulation,phenotype,brain iron dysregulation,,,[],[],37348967,disease_phenotype_positive,2
245,brain lesions,phenotype,brain lesions,Lesion of brain,C0221505,['T033'],['Finding'],38087834,phenotype_protein,1
246,brain microvascular endothelial cells,anatomy,brain microvascular endothelial cells,,,[],[],39706535,anatomy_disease|anatomy_protein_present,1
247,brain region inflammation,phenotype,brain region inflammation,,,[],[],34944681,disease_phenotype_positive,2
248,brain stem,anatomy,brain stem,Brain Stem,C0006121,['T023'],"['Body Part, Organ, or Organ Component']",39048052,anatomy_disease,1
249,brain tissue,anatomy,brain tissue,Brain tissue (substance),C0440746,['T024'],['Tissue'],34720883|38686625|39048052,anatomy_disease|anatomy_protein_present,1
250,brainiac mutants,protein/gene,brainiac mutants,,,[],[],37815467,bioprocess_protein|cellcomp_protein|molfunc_protein|phenotype_protein|protein_protein,1|2
251,broken hepatocytes,phenotype,broken hepatocytes,,,[],[],37429811,disease_phenotype_positive,2
252,buildup of autophagic organelles in dystrophic axons,phenotype,buildup of autophagic organelles in dystrophic axons,,,[],[],34085599,disease_phenotype_positive,2
253,buildup of endocytic in dystrophic axons,phenotype,buildup of endocytic in dystrophic axons,,,[],[],34085599,disease_phenotype_positive,2
254,c-abl,,c-abl,c-abl Proto-Oncogenes,C0079050,['T028'],['Gene or Genome'],,,
255,c-abl activation,,c-abl activation,,,[],[],,,
256,c-abl inhibitor,,c-abl inhibitor,,,[],[],,,
257,c-kit,,c-kit,BL-C Kit KIT,C5970792,['T203'],['Drug Delivery Device'],,,
258,c. 3182t>c,,c. 3182t>c,,,[],[],,,
259,"c.1204_1205tt>gc, p.f402a",,"c.1204_1205tt>gc, p.f402a",,,[],[],,,
260,c.1290delc (p.f431lfs*18),,c.1290delc (p.f431lfs*18),,,[],[],,,
261,c.1947+5g>c,,c.1947+5g>c,,,[],[],,,
262,c.1970g>a,,c.1970g>a,,,[],[],,,
263,c.1993c>g,,c.1993c>g,,,[],[],,,
264,c.2037delg,,c.2037delg,,,[],[],,,
265,"c.2486t>g, p.l829r",,"c.2486t>g, p.l829r",,,[],[],,,
266,c.2795+5 g>c,,c.2795+5 g>c,,,[],[],,,
267,c.2807g>a(p.g936d),,c.2807g>a(p.g936d),,,[],[],,,
268,c.2821 t>c,,c.2821 t>c,,,[],[],,,
269,c.2872c>g,,c.2872c>g,,,[],[],,,
270,c.2920_2923delcctg,,c.2920_2923delcctg,,,[],[],,,
271,c.3126delc,,c.3126delc,,,[],[],,,
272,c.3604_3605insa (p.i1202nfs*56),,c.3604_3605insa (p.i1202nfs*56),,,[],[],,,
273,c.3632 t>a,,c.3632 t>a,,,[],[],,,
274,c.364-4c>t,,c.364-4c>t,,,[],[],,,
275,"c.3722t>a, p.l1241*",,"c.3722t>a, p.l1241*",,,[],[],,,
276,"c.376g>a, p.v126m",,"c.376g>a, p.v126m",,,[],[],,,
277,c.406c>t,,c.406c>t,,,[],[],,,
278,c.542c>a,,c.542c>a,,,[],[],,,
279,c.709c>t,,c.709c>t,,,[],[],,,
280,c.881+3a>g,,c.881+3a>g,,,[],[],,,
281,ca2+ dyshomeostasis,,ca2+ dyshomeostasis,,,[],[],,,
282,ca2+ mobilization,,ca2+ mobilization,Defective (Ca2+) mobilization in T cells,C1849244,['T033'],['Finding'],,,
283,ca2+/calmodulin dependent protein kinases,,ca2+/calmodulin dependent protein kinases,calmodulin-dependent protein kinase activity,C1150537,['T044'],['Molecular Function'],,,
284,ca2+/calmodulindependent protein kinases (camks),,ca2+/calmodulindependent protein kinases (camks),,,[],[],,,
285,calbindin,protein/gene,calbindin,"Calbindin, Human",C6024576,['T116'],"['Amino Acid, Peptide, or Protein']",37454976,anatomy_protein_present,2
286,calcium dysfunction,phenotype,calcium dysfunction,Combined immunodeficiency due to CRAC (calcium release activated calcium) channel dysfunction,C4303571,['T047'],['Disease or Syndrome'],39202426,disease_phenotype_positive,2
287,calcium homeostasis,,calcium homeostasis,CALCIUM HOMEOSTASIS (substance),C3653518,['T121'],['Pharmacologic Substance'],,,
288,calcium influx,biological_process,calcium influx,transmembrane calcium influx,C3268810,['T043'],['Cell Function'],37128603,drug_bioprocess,2
289,calcium signaling pathways,biological_process | pathway,calcium signaling pathways,Calcium-Mediated Signaling Pathway,C2984272,['T169'],['Functional Concept'],38737295,cellcomp_bioprocess|disease_pathway,2
290,cancer cell pyroptosis,biological_process,cancer cell pyroptosis,,,[],[],41013744,drug_bioprocess,2
291,cancer progression,disease,cancer progression,Cancer Progression,C1947901,['T046'],['Pathologic Function'],41013744,disease_protein,1
